DISTRICT,ACTIVITY,DATE,RATING,PARTY,ASSEMBLY
TIRUVALLUR,"Provided Rice and Vegetables Kadambattur Union,  Health Center, Hospital Work Nurses, Cleaners, Patients, INTUC Drivers Association","Tuesday, May 19, 2020",2,INC Tamilnadu,TIRUVALLUR
TIRUVALLUR,"Vegetables were given to migrant workers who were unable to travel home in the village of Papparampakkam, which belongs to Kadambathur Union, Tiruvallur District.","Wednesday, May 20, 2020",2,INC Tamilnadu,TIRUVALLUR
TIRUVALLUR,We were provided with 15 liter edible oils and biscuits in Maduravoyal,"Wednesday, May 20, 2020",2,MNM,MADURAVOYAL
TIRUVALLUR,"Muthusamy in the 87,88th Ward presented the Essential items to people in ambattur","Wednesday, May 20, 2020",2,TMC,AMBATTUR
TIRUVALLUR,Provided Rice and Vegetables to 750 families affected by Curfew in Avadi Sekadu location,"Friday, May 22, 2020",2.45 ,DMK,AVADI
TIRUVALLUR,"1000 + poor families in ambattur and pattravakam were given relief aid of rice,vegetables and groceries","Saturday, May 23, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,"Mrs. Anjali's Family who contacted via ondrinaivom vaa has been provided with Essentials in Gudapakkam, Poonamalle","Saturday, May 23, 2020",1,DMK,POONAMALLE
TIRUVALLUR,"More than 200 families in the Thiruvallur municipality provided relief items, including rice and vegetables, to the people of the area.","Saturday, May 23, 2020",2,INC Tamilnadu,TIRUVALLUR
TIRUVALLUR,Groceries distributed to 150 cleaning workers in madhavaram,"Saturday, May 23, 2020",2,MNM,MADHAVARAM
TIRUVALLUR,Ambattur MLA V.Alexander distributed rice and provisions to 2000 auto drivers as part of the Corona relief assistance.,"Sunday, May 24, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,AIADMK Ambattur MLA V.Alexander distributed medical kits to the police personnel and hailed their services.,"Sunday, May 24, 2020",2,ADMK,AMBATTUR
TIRUVALLUR,"Provided Food, Water bottle ,Slippers to the migrant workers in Gummidipundi checkpost","Sunday, May 24, 2020",2,BJP,GUMMIDIPOONDI
TIRUVALLUR,"Provided rice, vegetables and eggs to the public at Mathur Perumal Temple Street in the 19th Circle District organizer Kasinathan Arrangement.","Sunday, May 24, 2020",2,DMK,MADHAVARAM
TIRUVALLUR,"More than 300 poor families living in Madhavaram area, 31st ward of Tiruvallur district have been given rice.","Sunday, May 24, 2020",2,INC Tamilnadu,MADHAVARAM
TIRUVALLUR,143 Circle Cleaners belonging to the Nolambur Mosque have been provided with water for the second time today by about 180 persons.,"Sunday, May 24, 2020",2,MNM,MADURAVOYAL
TIRUVALLUR,Provided needed groceries for Ramazan in tiruvallur ,"Sunday, May 24, 2020",2,MNM,TIRUVALLUR
TIRUVALLUR,Essential vegetables have been shared freely without price in Tiruvallur,"Sunday, May 24, 2020",2,MNM,TIRUVALLUR
TIRUVALLUR,Essential food items for 5 families from different parts of ponamalle,"Sunday, May 24, 2020",1,MNM,POONAMALLE
TIRUVALLUR,Essential food items were provided on behalf of our district to 60 families belonging to different parts of the Poonthamalli constituency.,"Sunday, May 24, 2020",1,MNM,POONAMALLE
TIRUVALLUR,25 families in poonamalle were given essential food items,"Sunday, May 24, 2020",1,MNM,POONAMALLE
TIRUVALLUR,Provided needed groceries for Ramazan in tiruvottiyur,"Sunday, May 24, 2020",2,MNM,THIRUVOTTIYUR
TIRUVALLUR,"1500 people in pudhur, banu nagar at ambattur were given relief aid by mla alexander","Monday, May 25, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,Vegetables were supplied to the families belonging to the Thiruvallur Urban Workers Union.,"Monday, May 25, 2020",2,INC Tamilnadu,TIRUVALLUR
TIRUVALLUR,25 Corona patients have 10 kg of nutritious food items such as peanut peas at the hospital's chief physician in Tiruvallur,"Monday, May 25, 2020",1,MNM,TIRUVALLUR
TIRUVALLUR,Food parcels were given to 100+ people in Tiruvallur,"Monday, May 25, 2020",2,MNM,TIRUVALLUR
TIRUVALLUR,Kabasurakudi neer were given to people in Maduravoyal,"Monday, May 25, 2020",2,MNM,MADURAVOYAL
TIRUVALLUR,Rice and groceries were distributed to about 100 families in Tiruvottiyur,"Monday, May 25, 2020",2,MNM,THIRUVOTTIYUR
TIRUVALLUR,Supplied  rice and vegetables for Cleaning workers in tirutani,"Monday, May 25, 2020",2,TMC,TIRUTANI
TIRUVALLUR,"Thiruvallur constituency, when the town of Thiruvallur supplied rice, groceries, vegetables and shelter to about 750 families in Ward No. 20 and Pungathoor area.","Tuesday, May 26, 2020",2.45 ,DMK,TIRUVALLUR
TIRUVALLUR,"Provided essential items such as rice, vegetables and eggs 500 poor families in SVG Puram, SP Kandigai  and Velan Kandigai , affected by the RK Pettai  Union ","Tuesday, May 26, 2020",2.45 ,DMK,TIRUVALLUR
TIRUVALLUR,"Provided essential items such as rice, vegetables 20th Ward of Thiruvallur City, Mr. C Ravichandran presided over the 500 families of Bangathur","Tuesday, May 26, 2020",2.45 ,DMK,TIRUVALLUR
TIRUVALLUR,"Provided essential items  to 20 Phyiscally challenged people By Mr. Livingston, Ikkadu Village, Poonamalle ","Tuesday, May 26, 2020",1,DMK,POONAMALLE
TIRUVALLUR,"On behalf of the Corporation in the Pattabiram area under the Thiruvallur - Awadi Corporation, former minister Mr.S Abdul Rahim distributed relief items including rice, pulses, oil and vegetables to over 1300 people.","Wednesday, May 27, 2020",3,ADMK,AVADI
TIRUVALLUR,Provided essential items like rice and vegetables to 500 families in Poonamalle,"Wednesday, May 27, 2020",2.45 ,DMK,POONAMALLE
TIRUVALLUR,As migrant workers For two Nepali families Thiruvallur South West District  On behalf of the Adivasi Welfare Team  We were given 5kg rice,"Wednesday, May 27, 2020",1,MNM,TIRUVALLUR
TIRUVALLUR,"* Ambattur legislator V. Alexander is presenting the Korana Relief Welfare Program to about 25,000 families in the Ambattur Legislative Assembly. *","Thursday, May 28, 2020",4.90 ,ADMK,AMBATTUR
TIRUVALLUR,"V. Alexander MLA distributed relief items to 3000 persons in Paddy Ilango Nagar, TVS Colony, Ambattur constituency *","Thursday, May 28, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,"Corona provided relief items to over 4000 persons, including poor families, aliens, auto drivers, hygiene workers, in Banu Nagar, Budur, Vijayalakshmipuram, Ambattur Assembly constituency.","Thursday, May 28, 2020",3.46 ,ADMK,AMBATTUR
TIRUVALLUR,"Ambattur legislator Mr V Alexander M.L.A Thiruvallur East District Corporation Secretary distributed the relief items to about 3000 people in Reinivasa Nagar, Kane Colony, Kamarajar Street, Arjunan Street.","Thursday, May 28, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,"500 families in ambattur constituency, distributed 5 kg ice, groceries and vegetables, mask","Thursday, May 28, 2020",2.45 ,DMK,AMBATTUR
TIRUVALLUR,"Honorable Minister for Doctors at Avadi Primary Health Center, Thiruvallur District @mafoikprajan They provided relief supplies.","Friday, May 29, 2020",2,ADMK,AVADI
TIRUVALLUR,"Provided  Thiruvallur constituency, Thiruvallur, West Union, Kanakamasatram Parachutta, gave rice, groceries, vegetables and face shields to about 200 families affected by coronavirus virus in V.G.K. #ondrinaivomvaa","Friday, May 29, 2020",2,DMK,TIRUVALLUR
TIRUVALLUR,More than 100 Shivacharyas and Bhattacharyas living in Ponneri constituency in Thiruvallur district have been provided relief items by the legislator Mr. Shriunyam P. Balaraman.,"Saturday, May 30, 2020",2,ADMK,PONNERI
TIRUVALLUR,"Relief items were provided by Mr Mukti #V_Alexander Bsc, Bed, M.L.A, Ambattur Assembly Member / Secretary to the Thiruvallur East District Corporation, to around 300 priests at Kamarajapuram, Ambattur Assembly constituency.","Saturday, May 30, 2020",2,ADMK,AMBATTUR
TIRUVALLUR,"Cottage Transition Homes (Kamarajapuram) in Ambattur Assembly Constituency, around 2000 thousand donated relief items to the surrounding poor families and other disabled people.","Saturday, May 30, 2020",2,ADMK,AMBATTUR
TIRUVALLUR,"Relief items were donated by Mr. Mukherjee #V_Alexander M.L.A, Secretary to the Thiruvallur East District Corporation, to around 2000 thousands of poor families and other disabled people around Kamarajapuram and Mangalapuram in the Ambattur Assembly constituency.","Saturday, May 30, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,Essential items for 400 families affected by curfew in Thiruvalangadu,"Saturday, May 30, 2020",2,DMK,TIRUVALLUR
TIRUVALLUR,Provided Lunch for 300 migrant workers in Poonamalle,"Saturday, May 30, 2020",2,INC Tamilnadu,POONAMALLE
TIRUVALLUR,AIADMK MLA Thiru.V.Alexander distributed corona relief essential commodities to 3000 families.,"Sunday, May 31, 2020",3,ADMK,AMBATTUR
TIRUVALLUR,"AIADMK MLA Thiru.V.Alexander distributed corona relief assistance to 4000 people living in Kamarajapuram DobiColony,OVColony and Mangalapuram.","Sunday, May 31, 2020",3.46 ,ADMK,AMBATTUR
TIRUVALLUR,"Mr. V. Alexander, MLA, for Auto Drivers, Cleaners, Drivers, DVS Colony, Round Building, Ilango City, Ambattur. Relief supplies provided to 500 ","Sunday, May 31, 2020",2.45 ,ADMK,AMBATTUR
TIRUVALLUR,"Rice, Saree has been given to 30 poeple in poonamalle","Wednesday, June 03, 2020",2.00 ,DMK,POONAMALLE
TIRUVALLUR,5kg rice has been provided to people in poonamalle,"Wednesday, June 03, 2020",2.00 ,DMK,POONAMALLE
TIRUVALLUR,5kg rice has been provided to people in Cholavaram,"Wednesday, June 03, 2020",2.00 ,DMK,MADHAVARAM
TIRUVALLUR,500 families in SENNERKUPPAM  were given 5kg of rice,"Wednesday, June 03, 2020",3.16 ,DMK,POONAMALLE
TIRUVALLUR,Ambathur Constituency in Chennai East District to help 1200 people affected by Corona virus lockdown. Thiru.T.R.Balu MP participated,"Thursday, June 04, 2020",4.24 ,DMK,AMBATTUR
TIRUVALLUR,400 Families were given essential need in gummidipoondi,"Thursday, June 04, 2020",3.74 ,DMK,GUMMIDIPOONDI
TIRUVALLUR,Rice and vegetables given to poor families in thiruverkadu,"Thursday, June 04, 2020",2.83 ,DMK,MADURAVOYAL
TIRUVALLUR,"In kaatupakkam , rice ,vegetables were given to poorfamilies","Friday, June 05, 2020",2.83 ,DMK,POONAMALLE
TIRUVALLUR,Rice and vegetables given to poor families in avadi,"Friday, June 05, 2020",3.46 ,DMK,AVADI
TIRUVALLUR,200 face mask has been providedx to people,"Sunday, June 07, 2020",2.45 ,MNM,AVADI
TIRUVALLUR,"Facemask,sanitiser,kabasura kudineer were given to people","Sunday, June 07, 2020",2.45 ,MNM,No Data
TIRUVALLUR,"1 Family who sought aassitance were provide rice, grocery and essentials for 1month","Monday, June 08, 2020",1.41 ,MNM,MADHAVARAM
TIRUVALLUR,400 families were given rice and vegetables in madhavaram and poonamalle,"Thursday, June 11, 2020",3.16 ,MNM,POONAMALLE
TIRUVALLUR,2 Families in tiruvallur provided who sought assitance through phone were given Rice and other essential groceries for 10 days,"Monday, June 15, 2020",1.73 ,MNM,TIRUVALLUR
TIRUVALLUR,Physically disabled person who sought for assitance has been provided with essential needs in ambattur,"Monday, June 15, 2020",1.41 ,MNM,AMBATTUR
Thoothukudi,Releif fund is given to 925 families,2020-12-05,4.9,ADMK,TIRUCHENDUR
Thoothukudi,Mrs. Kanimozhi MP gave provisions to 1000 people for 1 week ,18/5/2020,3.7,DMK,TIRUCHENDUR
Thoothukudi,On behalf of M. Karunanidhi birthday Mrs. Kanimozhi MP gave provisions to 80 people,2020-07-06,2,PMK,TIRUCHENDUR
Thoothukudi,"Municipal Secretary R. Jawakar, Dalamuthunagar, Ottapidaram constituency for 60 families with 5kg of rice, vegetables.",2020-05-01,4,NTK,TIRUCHENDUR
Thoothukudi,Around 1000 families including auto drivers and laundry workers in VILATHIKULAMin Thoothukudi district have presented essential commodities including rice and vegetables. They were provided by Bo Sinnappan. #Corona #TNAgainstCorona #TamilNadu #Coronavirus,2020-05-04,3.5,ADMK,VILATHIKULAM
Thoothukudi,"Kabasura Drinking water and face masks were distributed to the people in the lower Eeral De Shanmugapuram, Athikinirum and Kumari pond areas under the VILATHIKULAMblock of Thoothukudi district. # COVID19 #TNAgainstCorona #TamilNadu #Coronavirus",2020-05-06,4,DMK,VILATHIKULAM
Thoothukudi,"Rice & Vegetables were distributed to the workers, laundry workers and the public at Surankudi, Valathikulam, Thoothukudi District. #Format_ConnectPointForm #CoronavirusLockdown",2020-05-18,3.5,PMK,VILATHIKULAM
Thoothukudi,"Relief items were handed over by the Member of Legislative Assembly Mr. Chinnathambi to two thousand poor families in Pattam, Marudur and Balaarpatti villages , Thoothukudi District. #DefineAcademic_ConnectPointFormat #Corona #TNAgainstCorona",2020-06-01,4.2,NTK,VILATHIKULAM
Thoothukudi,"Rice and vegetable packages were distributed to 1000 people in Thoothukudi district, VILATHIKULAMconstituency, Kakkarampatti, Meenakshipuram and Ramachandrapuram villages. #DefineAcademic_ConnectPointMode #AIADMK #Corona",2020-06-02,5.2,INC TN,VILATHIKULAM
Thoothukudi,Mrs. Kanimozhi MP gave releif fund to 500 people,18/5/2020,3.7,BJP TN,VILATHIKULAM
Thoothukudi,Releif fund is given to 925 families,2020-12-05,4.9,ADMK,OTTAPIDARAM
Thoothukudi,Mrs. Kanimozhi MP gave provisions to 1000 people for 1 week ,18/5/2020,3.7,DMK,OTTAPIDARAM
Thoothukudi,On behalf of M. Karunanidhi birthday Mrs. Kanimozhi MP gave provisions to 80 people,2020-07-06,2,PMK,OTTAPIDARAM
Thoothukudi,For the sathankulam issue the party gave 25lakh to the family members,"Friday, June 26, 2020",6,DMK,KOVILPATTI
Thoothukudi,#JusticeForJeyarajAndFenix this made as mask and given to people,"Monday, June 29, 2020",5,DMK,KOVILPATTI
Thoothukudi,In Anna nagar kabasura kudinneer were given to people,"Sunday, July 26, 2020",3.1,DMK,OTTAPIDARAM
Thoothukudi,Gave kabasura kudineer to people,"Monday, July 27, 2020",3.3,DMK,TIRUCHENDUR
Thoothukudi,Member of the Legislative Assembly Mr. P. Chinnappan started 42 lakhs Dredging project for 9 lakes,"Monday, June 22, 2020",5.5,ADMK,VILATHIKULAM
Thoothukudi,For auto drivers releif fund were given,"Thursday, June 25, 2020",3.3,ADMK,VILATHIKULAM
Thoothukudi,"Municipal Secretary R. Jawakar, Dalamuthunagar, Ottapidaram constituency for 60 families with 5kg of rice, vegetables.",2020-05-01,4,NTK,OTTAPIDARAM
Virudunagar,"During this curfew, our Association President has launched a ""Food for the Poor"" campaign to help the needy without food, and has joined hands with volunteers to provide around 28.7 lakh food packets throughout Tamil Nadu. # Tamilakattinpaciyarriyatimuka",2020-05-20,5.5,DMK ,Sattur
Virudunagar,"As per the instructions of the Chairman of the Association, Mr.KKSSR Ramachandran MLA,   Southern District Secretariat, on the instruction of Mr.Mukstalin, the first of the 600 families in Kuppukottai has provided relief items. # Makkalpaniyiltimuka",2020-05-21,5.2,DMK ,Sattur
Virudunagar,"Under the direction of the Chairman of the Association, Mr. KKSSR Ramachandran, the District Secretary of  , Mr. KKSSR Ramachandran MLA distributed relief items to 500 Kalka families in Aruppukkottai today. # Makkalpaniyiltimuka",2020-05-23,5.2,DMK ,Sattur
Virudunagar,"Under the guidance of the Chairman of the Association, District Secretary of  , Mr. TThenarasu MLA, District Organizer Mr. Bose distributed relief goods to 300 families on behalf of the business team of the Mallanginar Peruratchi 9th Ward. # Makkalpaniyiltimuka",2020-05-24,4.2,DMK ,Sivakasi
Virudunagar,"On the instructions of the Chairman of the Association, Mr. @ mkstalin, Mr. S. Thanga pandian MLA distributed relief items to 100 persons at the Rajapalai Roundtable Viswakarma Culinary Society. # Makkalpaniyiltimuka",2020-05-25,3.5,DMK ,Sattur
Virudunagar,"Corona Relief items will be given to Urban, Union and Perur Corporation Executives and Volunteers at a valuation of Rs. 5,25,000 / ",2020-05-31,5.5,DMK ,Sivakasi
Virudunagar,"Also in Aruppukkottai, the mosquitoes, marble artists, pottery makers and the relief of 500 poor families were provided with food and food to 10000 people. (2/2) #FatherOfModernTamilnadu",2020-06-03,4.9,DMK ,Sattur
Virudunagar,  (V) District Secretary @Thenarasu MLA has been providing welfare assistance to the Sri Lankan refugee camp on behalf of the District Youth Team on the occasion of their 97th birthday. #FatherOfModernTamilnadu #ModernTeamTeam,2020-06-03,3.7,DMK , Srivilliputhur
Virudunagar,"At the municipal office, the artist opened their image and provided welfare assistance to 70 poor beneficiaries. (2/2)",2020-06-03,4,DMK , Srivilliputhur
Virudunagar,"Artist's Role in the Development of Tamil Nadu Named Transgender Third Artist, Doctor Who gave a charity and gave them the free medical and surgical services they needed.",2020-06-03,5.2,DMK , Srivilliputhur
Virudunagar,  Southern District Secretary Mr. KKSSR Ramachandran MLA distributed rice and groceries to 300 families on behalf of Chatur City Council on the occasion of the 97th Birthday of the Artist. #FatherOfModernTamilnadu #ModernTeamTeam,2020-06-04,4.9,DMK , Srivilliputhur
